# gitter v1.1.1 data file generated on Wed May 29 03:24:43 2019
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
1	1	1957	0.2158	C
1	2	579	0.8536	
1	3	637	0.803	
1	4	0	NA	
1	5	782	0.8789	
1	6	0	NA	
1	7	797	0.8316	
1	8	744	0.8217	
1	9	0	NA	
1	10	0	NA	
1	11	815	0.7803	
1	12	2	25.1327	
1	13	745	0.8014	
1	14	1332	0.8525	
1	15	735	0.817	
1	16	927	0.7663	
1	17	672	0.8237	
1	18	1212	0.8228	
1	19	822	0.8996	
1	20	24	0.8826	
1	21	1209	0.761	
1	22	18	1.3239	
1	23	13	1.2022	
1	24	846	0.0811	S,C
2	1	811	0.8516	
2	2	490	0.9248	
2	3	586	0.9074	
2	4	0	NA	
2	5	0	NA	
2	6	963	0.9034	
2	7	683	0.8878	
2	8	737	0.8704	
2	9	756	0.897	
2	10	0	NA	
2	11	274	0.7073	
2	12	1059	0.7918	
2	13	411	0.8102	
2	14	658	0.9113	
2	15	47	1.1434	
2	16	0	NA	
2	17	849	0.8508	
2	18	509	0.7998	
2	19	0	NA	
2	20	1053	0.7975	
2	21	6	1.2861	
2	22	16	0.8852	
2	23	0	NA	
2	24	1390	0.7558	
3	1	0	NA	
3	2	0	NA	
3	3	0	NA	
3	4	0	NA	
3	5	0	NA	
3	6	0	NA	
3	7	0	NA	
3	8	37	0.6123	
3	9	528	0.7686	
3	10	0	NA	
3	11	419	0.814	
3	12	0	NA	
3	13	995	0.7373	
3	14	0	NA	
3	15	0	NA	
3	16	112	0.7067	
3	17	0	NA	
3	18	14	0.7177	
3	19	5	0.7355	
3	20	97	0.783	
3	21	10	0.9248	
3	22	1154	0.8234	
3	23	11	0.7411	
3	24	0	NA	
4	1	1230	0.827	
4	2	0	NA	
4	3	1094	0.7631	
4	4	525	0.944	
4	5	656	0.9479	
4	6	802	0.8072	
4	7	979	0.8157	
4	8	0	NA	
4	9	794	0.8197	
4	10	933	0.8374	
4	11	955	0.8453	
4	12	1298	0.861	
4	13	7	0.9433	
4	14	547	0.8909	
4	15	713	0.9313	
4	16	785	0.8863	
4	17	849	0.8727	
4	18	506	0.8921	
4	19	892	0.8628	
4	20	892	0.8453	
4	21	920	0.9163	
4	22	11	0.6981	
4	23	12	1.3716	
4	24	1217	0.8385	
5	1	0	NA	
5	2	0	NA	
5	3	0	NA	
5	4	0	NA	
5	5	0	NA	
5	6	1649	0.7934	
5	7	0	NA	
5	8	0	NA	
5	9	735	0.8526	
5	10	49	1.1097	
5	11	686	0.7735	
5	12	18	1.3239	
5	13	437	0.8541	
5	14	22	0.8091	
5	15	660	0.7794	
5	16	929	0.8156	
5	17	53	0.5147	C
5	18	1350	0.8786	
5	19	22	0.8091	
5	20	1099	0.8156	
5	21	11	0.5765	C
5	22	110	0.7912	
5	23	9	0.539	C
5	24	1272	0.851	
6	1	0	NA	
6	2	0	NA	
6	3	0	NA	
6	4	0	NA	
6	5	1306	0.8181	
6	6	0	NA	
6	7	852	0.8564	
6	8	1174	0.8407	
6	9	1069	0.8139	
6	10	12	0.7805	
6	11	16	0.8852	
6	12	21	1.0439	
6	13	1013	0.9003	
6	14	698	0.8757	
6	15	948	0.8856	
6	16	669	0.8393	
6	17	138	0.7514	
6	18	1118	0.8499	
6	19	1319	0.7488	
6	20	129	0.6953	
6	21	72	0.3799	C
6	22	9	1.2128	
6	23	1205	0.8553	
6	24	1196	0.8459	
7	1	1153	0.7576	
7	2	1396	0.8965	
7	3	73	0.9716	
7	4	1461	0.9015	
7	5	0	NA	
7	6	1360	0.7985	
7	7	1594	0.8192	
7	8	1130	0.8797	
7	9	532	0.8617	
7	10	14	0.8385	
7	11	23	0.7299	
7	12	1289	0.8113	
7	13	855	0.9315	
7	14	20	1.1065	
7	15	781	0.8778	
7	16	32	0.9359	
7	17	40	0.9248	
7	18	177	0.6277	
7	19	24	0.8826	
7	20	62	0.7824	
7	21	864	0.8307	
7	22	779	0.7923	
7	23	565	0.8104	
7	24	10	0.8624	
8	1	1462	0.7013	
8	2	0	NA	
8	3	1437	0.7899	
8	4	2877	0.8682	
8	5	0	NA	
8	6	801	0.9103	
8	7	1102	0.8378	
8	8	5	0.7355	
8	9	1049	0.8945	
8	10	17	0.7331	
8	11	1066	0.8917	
8	12	1036	0.8203	
8	13	28	1.0297	
8	14	1036	0.8834	
8	15	958	0.8329	
8	16	33	0.8647	
8	17	1223	0.8915	
8	18	1132	0.8765	
8	19	889	0.8511	
8	20	1055	0.8431	
8	21	28	1.0297	
8	22	731	0.8536	
8	23	803	0.8469	
8	24	809	0.7273	
9	1	45	0.6935	
9	2	1604	0.8047	
9	3	0	NA	
9	4	1545	0.8273	
9	5	1341	0.7731	
9	6	1424	0.8221	
9	7	1002	0.7977	
9	8	3	3.2341	
9	9	13	1.2022	
9	10	1820	0.9187	
9	11	678	0.8856	
9	12	21	0.7256	
9	13	27	0.8568	
9	14	186	0.818	
9	15	1283	0.8657	
9	16	29	0.8684	
9	17	157	0.7879	
9	18	176	0.8038	
9	19	26	1.0198	
9	20	1520	0.9048	
9	21	820	0.8366	
9	22	102	0.8263	
9	23	434	0.836	
9	24	13	0.7192	
10	1	0	NA	
10	2	0	NA	
10	3	0	NA	
10	4	1717	0.8194	
10	5	8	0.4426	C
10	6	0	NA	
10	7	1297	0.8429	
10	8	0	NA	
10	9	1291	0.8863	
10	10	1388	0.8883	
10	11	1096	0.9132	
10	12	1278	0.8347	
10	13	22	0.7601	
10	14	18	1.078	
10	15	1359	0.8249	
10	16	1501	0.8935	
10	17	1337	0.9022	
10	18	38	0.9244	
10	19	27	0.9929	
10	20	21	0.9055	
10	21	1228	0.8609	
10	22	961	0.8307	
10	23	1252	0.8334	
10	24	0	NA	
11	1	1164	0.8703	
11	2	2195	0.8356	
11	3	0	NA	
11	4	0	NA	
11	5	0	NA	
11	6	0	NA	
11	7	0	NA	
11	8	138	0.9926	
11	9	138	0.8181	
11	10	9	1.2128	
11	11	1273	0.7974	
11	12	96	0.8443	
11	13	766	0.9498	
11	14	2136	0.8959	
11	15	24	0.8085	
11	16	1812	0.8319	
11	17	774	0.8837	
11	18	1905	0.9053	
11	19	27	1.2485	
11	20	151	0.8951	
11	21	971	0.7751	
11	22	10	0.6504	
11	23	1172	0.8763	
11	24	1372	0.8396	
12	1	1410	0.7942	
12	2	1238	0.7221	
12	3	1257	0.8714	
12	4	0	NA	
12	5	1197	0.802	
12	6	1151	0.862	
12	7	1502	0.8642	
12	8	1155	0.7998	
12	9	1546	0.8925	
12	10	1	Inf	
12	11	1530	0.9034	
12	12	1747	0.8884	
12	13	82	0.6318	
12	14	1331	0.828	
12	15	1798	0.8915	
12	16	111	0.87	
12	17	1630	0.8689	
12	18	1772	0.8945	
12	19	1572	0.8794	
12	20	1364	0.8812	
12	21	1363	0.8933	
12	22	703	0.6682	
12	23	0	NA	
12	24	0	NA	
13	1	1106	0.8499	
13	2	27	0.7897	
13	3	716	0.84	
13	4	0	NA	
13	5	1353	0.8546	
13	6	2023	0.8942	
13	7	0	NA	
13	8	81	0.844	
13	9	1700	0.9131	
13	10	0	NA	
13	11	79	0.8816	
13	12	0	NA	
13	13	0	NA	
13	14	4	1.078	
13	15	833	0.8825	
13	16	87	0.957	
13	17	123	0.7969	
13	18	99	0.8984	
13	19	970	0.8551	
13	20	2060	0.8723	
13	21	1202	0.8639	
13	22	109	0.9415	
13	23	1055	0.7801	
13	24	1745	0.8626	
14	1	1548	0.8127	
14	2	636	0.8552	
14	3	1609	0.8208	
14	4	0	NA	
14	5	1645	0.8741	
14	6	1325	0.8311	
14	7	1859	0.851	
14	8	0	NA	
14	9	2135	0.8076	
14	10	0	NA	
14	11	3	3.2341	
14	12	0	NA	
14	13	1678	0.9042	
14	14	1517	0.9	
14	15	0	NA	
14	16	1410	0.8588	
14	17	1825	0.9049	
14	18	0	NA	
14	19	0	NA	
14	20	55	1.1303	
14	21	0	NA	
14	22	509	0.7895	
14	23	1277	0.8767	
14	24	1158	0.9015	
15	1	1784	0.8053	
15	2	2229	0.7354	
15	3	0	NA	
15	4	29	0.8684	
15	5	0	NA	
15	6	0	NA	
15	7	1382	0.7748	
15	8	47	0.9043	
15	9	1143	0.8769	
15	10	0	NA	
15	11	0	NA	
15	12	2651	0.8805	
15	13	1737	0.9119	
15	14	0	NA	
15	15	1496	0.7872	
15	16	104	0.8605	
15	17	1671	0.8524	
15	18	1603	0.8177	
15	19	1364	0.8984	
15	20	0	NA	
15	21	1058	0.9022	
15	22	1678	0.8049	
15	23	58	0.8343	
15	24	2049	0.8366	
16	1	0	NA	
16	2	1144	0.7358	
16	3	2113	0.7995	
16	4	1882	0.859	
16	5	4	1.4797	
16	6	10	0.9248	
16	7	1823	0.8058	
16	8	1812	0.8179	
16	9	1861	0.9	
16	10	1376	0.9318	
16	11	1610	0.8426	
16	12	120	0.8075	
16	13	49	1.007	
16	14	52	0.9562	
16	15	2641	0.8803	
16	16	71	0.8208	
16	17	2464	0.8669	
16	18	67	0.8778	
16	19	1682	0.8315	
16	20	1130	0.8526	
16	21	2208	0.8477	
16	22	1543	0.7888	
16	23	1567	0.7501	
16	24	1622	0.9115	
