# gitter v1.1.1 data file generated on Wed May 29 03:23:30 2019
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
1	1	4676	0.3255	S,C
1	2	1436	0.6995	
1	3	2397	0.8257	
1	4	2	25.1327	
1	5	1273	0.6494	
1	6	1758	0.7547	
1	7	230	0.9316	
1	8	2301	0.8453	
1	9	1889	0.8443	
1	10	0	NA	
1	11	1984	0.8311	
1	12	0	NA	
1	13	2602	0.8039	
1	14	2063	0.8189	
1	15	645	0.9157	
1	16	2351	0.8169	
1	17	1647	0.8438	
1	18	2143	0.8054	
1	19	0	NA	
1	20	2123	0.7857	
1	21	0	NA	
1	22	0	NA	
1	23	479	0.904	
1	24	744	0.0926	S,C
2	1	1858	0.8581	
2	2	2038	0.8582	
2	3	0	NA	
2	4	0	NA	
2	5	0	NA	
2	6	1604	0.8749	
2	7	1124	0.8865	
2	8	985	0.7299	
2	9	499	0.9555	
2	10	0	NA	
2	11	399	0.9111	
2	12	1938	0.8434	
2	13	2611	0.8237	
2	14	2397	0.7883	
2	15	0	NA	
2	16	0	NA	
2	17	2274	0.835	
2	18	2719	0.7929	
2	19	0	NA	
2	20	1772	0.8851	
2	21	0	NA	
2	22	0	NA	
2	23	0	NA	
2	24	0	NA	
3	1	0	NA	
3	2	0	NA	
3	3	0	NA	
3	4	543	0.9084	
3	5	0	NA	
3	6	0	NA	
3	7	690	0.8969	
3	8	0	NA	
3	9	0	NA	
3	10	0	NA	
3	11	1375	0.9121	
3	12	0	NA	
3	13	0	NA	
3	14	0	NA	
3	15	751	0.9056	
3	16	0	NA	
3	17	0	NA	
3	18	1609	0.8539	
3	19	0	NA	
3	20	2229	0.7765	
3	21	0	NA	
3	22	0	NA	
3	23	0	NA	
3	24	0	NA	
4	1	1199	0.8965	
4	2	0	NA	
4	3	798	0.9469	
4	4	3094	0.7877	
4	5	1003	0.8965	
4	6	1484	0.8948	
4	7	2069	0.8313	
4	8	0	NA	
4	9	1633	0.8482	
4	10	1414	0.9081	
4	11	2269	0.8322	
4	12	2523	0.9011	
4	13	0	NA	
4	14	2098	0.842	
4	15	896	0.8979	
4	16	1221	0.913	
4	17	1409	0.8594	
4	18	1207	0.919	
4	19	0	NA	
4	20	1879	0.8122	
4	21	1767	0.8398	
4	22	0	NA	
4	23	0	NA	
4	24	1925	0.7444	
5	1	0	NA	
5	2	0	NA	
5	3	0	NA	
5	4	0	NA	
5	5	0	NA	
5	6	2172	0.7501	
5	7	0	NA	
5	8	0	NA	
5	9	2006	0.8145	
5	10	660	0.8875	
5	11	1658	0.8666	
5	12	0	NA	
5	13	1598	0.618	
5	14	0	NA	
5	15	1167	0.8886	
5	16	1696	0.6764	
5	17	1212	0.6304	
5	18	1528	0.7336	
5	19	1505	0.8338	
5	20	2404	0.8345	
5	21	863	0.8739	
5	22	2277	0.579	C
5	23	0	NA	
5	24	1437	0.8693	
6	1	0	NA	
6	2	2075	0.8067	
6	3	0	NA	
6	4	1741	0.8456	
6	5	1669	0.8578	
6	6	0	NA	
6	7	1454	0.8371	
6	8	1639	0.8709	
6	9	1919	0.8376	
6	10	0	NA	
6	11	0	NA	
6	12	0	NA	
6	13	1410	0.8772	
6	14	0	NA	
6	15	0	NA	
6	16	1904	0.845	
6	17	1673	0.8508	
6	18	2198	0.7753	
6	19	1750	0.8116	
6	20	882	0.8531	
6	21	0	NA	
6	22	0	NA	
6	23	942	0.9382	
6	24	0	NA	
7	1	0	NA	
7	2	0	NA	
7	3	1250	0.8507	
7	4	1411	0.7229	
7	5	0	NA	
7	6	0	NA	
7	7	1183	0.8547	
7	8	0	NA	
7	9	3344	0.818	
7	10	1324	0.5516	C
7	11	0	NA	
7	12	0	NA	
7	13	2997	0.7557	
7	14	0	NA	
7	15	1025	0.9162	
7	16	0	NA	
7	17	3049	0.7064	
7	18	0	NA	
7	19	0	NA	
7	20	0	NA	
7	21	1246	0.8956	
7	22	1659	0.7406	
7	23	0	NA	
7	24	0	NA	
8	1	0	NA	
8	2	956	0.8311	
8	3	1021	0.8862	
8	4	0	NA	
8	5	0	NA	
8	6	1496	0.784	
8	7	733	0.9089	
8	8	0	NA	
8	9	742	0.8804	
8	10	0	NA	
8	11	0	NA	
8	12	1027	0.909	
8	13	0	NA	
8	14	2442	0.821	
8	15	1939	0.8324	
8	16	0	NA	
8	17	1637	0.8227	
8	18	2056	0.8068	
8	19	1262	0.7813	
8	20	1102	0.9218	
8	21	0	NA	
8	22	0	NA	
8	23	1263	0.8522	
8	24	2732	0.7058	
9	1	3352	0.866	
9	2	3573	0.8831	
9	3	0	NA	
9	4	1875	0.8288	
9	5	2948	0.8368	
9	6	2699	0.8098	
9	7	3570	0.8501	
9	8	0	NA	
9	9	3972	0.8938	
9	10	2263	0.5489	C
9	11	3675	0.9036	
9	12	0	NA	
9	13	0	NA	
9	14	0	NA	
9	15	3607	0.8869	
9	16	0	NA	
9	17	1048	0.7754	
9	18	746	0.925	
9	19	0	NA	
9	20	1824	0.7843	
9	21	1051	0.9356	
9	22	1372	0.6655	
9	23	1929	0.8014	
9	24	1477	0.687	
10	1	3824	0.8841	
10	2	0	NA	
10	3	0	NA	
10	4	3442	0.9076	
10	5	1135	0.6617	
10	6	0	NA	
10	7	2916	0.8239	
10	8	0	NA	
10	9	2453	0.6839	
10	10	3690	0.8942	
10	11	2973	0.8514	
10	12	2764	0.8941	
10	13	0	NA	
10	14	0	NA	
10	15	1769	0.7555	
10	16	3535	0.8875	
10	17	2149	0.7217	
10	18	0	NA	
10	19	0	NA	
10	20	0	NA	
10	21	966	0.9481	
10	22	0	NA	
10	23	1322	0.8769	
10	24	0	NA	
11	1	3661	0.8781	
11	2	3231	0.8764	
11	3	0	NA	
11	4	2390	0.843	
11	5	0	NA	
11	6	3174	0.9039	
11	7	0	NA	
11	8	2153	0.8131	
11	9	2399	0.905	
11	10	2601	0.8905	
11	11	3038	0.8931	
11	12	1792	0.622	
11	13	846	0.6043	
11	14	963	0.7293	
11	15	3341	0.8829	
11	16	947	0.6598	
11	17	3298	0.8743	
11	18	1728	0.6814	
11	19	4823	0.4882	C
11	20	176	0.1808	S,C
11	21	3911	0.8791	
11	22	953	0.8449	
11	23	0	NA	
11	24	865	0.596	C
12	1	3353	0.8794	
12	2	2903	0.8947	
12	3	2907	0.8895	
12	4	3307	0.8234	
12	5	3149	0.8663	
12	6	3054	0.8669	
12	7	3020	0.8958	
12	8	2466	0.8538	
12	9	3153	0.888	
12	10	0	NA	
12	11	3123	0.8795	
12	12	2753	0.8655	
12	13	3368	0.896	
12	14	3463	0.8871	
12	15	3376	0.9087	
12	16	452	0.8081	
12	17	0	NA	
12	18	1015	0.9057	
12	19	2648	0.8911	
12	20	3095	0.8542	
12	21	3475	0.8706	
12	22	0	NA	
12	23	0	NA	
12	24	0	NA	
13	1	3417	0.8707	
13	2	1778	0.8187	
13	3	2034	0.9181	
13	4	1733	0.7836	
13	5	2725	0.9106	
13	6	2722	0.892	
13	7	0	NA	
13	8	781	0.3201	C
13	9	2594	0.845	
13	10	0	NA	
13	11	2689	0.8995	
13	12	3332	0.8961	
13	13	0	NA	
13	14	0	NA	
13	15	2781	0.8877	
13	16	1953	0.8417	
13	17	2147	0.8626	
13	18	2125	0.8491	
13	19	2959	0.8899	
13	20	2749	0.8766	
13	21	2843	0.8947	
13	22	1061	0.3528	C
13	23	3931	0.8942	
13	24	0	NA	
14	1	3267	0.8124	
14	2	3499	0.8675	
14	3	1883	0.5423	C
14	4	0	NA	
14	5	2829	0.9009	
14	6	3244	0.8896	
14	7	2743	0.883	
14	8	2886	0.8904	
14	9	3531	0.8931	
14	10	0	NA	
14	11	2569	0.8996	
14	12	0	NA	
14	13	3224	0.9181	
14	14	3397	0.8815	
14	15	0	NA	
14	16	3416	0.8959	
14	17	3342	0.8792	
14	18	0	NA	
14	19	0	NA	
14	20	24	0.8085	
14	21	3272	0.8498	
14	22	3174	0.8471	
14	23	3619	0.9106	
14	24	3870	0.8734	
15	1	3876	0.8854	
15	2	3406	0.907	
15	3	0	NA	
15	4	741	0.6505	
15	5	0	NA	
15	6	0	NA	
15	7	2939	0.886	
15	8	460	0.6696	
15	9	2491	0.8975	
15	10	0	NA	
15	11	2428	0.8826	
15	12	2818	0.9018	
15	13	2977	0.8923	
15	14	0	NA	
15	15	2540	0.9062	
15	16	1826	0.8325	
15	17	2572	0.8806	
15	18	1403	0.6415	
15	19	2164	0.8811	
15	20	2141	0.8365	
15	21	2504	0.8491	
15	22	2590	0.8603	
15	23	2529	0.846	
15	24	698	0.8097	
16	1	0	NA	
16	2	0	NA	
16	3	2396	0.7778	
16	4	3522	0.9119	
16	5	3128	0.8597	
16	6	0	NA	
16	7	2581	0.8387	
16	8	2820	0.8897	
16	9	985	0.7337	
16	10	2693	0.9197	
16	11	3015	0.8723	
16	12	2587	0.8008	
16	13	0	NA	
16	14	0	NA	
16	15	3191	0.9159	
16	16	0	NA	
16	17	3338	0.8661	
16	18	271	0.5252	C
16	19	2923	0.8601	
16	20	2435	0.8885	
16	21	2696	0.8556	
16	22	958	0.7686	
16	23	2126	0.7729	
16	24	3449	0.8641	
