# gitter v1.1.1 data file generated on Wed May 29 03:24:11 2019
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
1	1	4685	0.313	S,C
1	2	1667	0.8632	
1	3	2479	0.8636	
1	4	1474	0.7496	
1	5	2328	0.8806	
1	6	0	NA	
1	7	2363	0.8667	
1	8	1174	0.8635	
1	9	2236	0.8656	
1	10	1682	0.7027	
1	11	1978	0.8185	
1	12	0	NA	
1	13	2774	0.8751	
1	14	1969	0.8338	
1	15	0	NA	
1	16	0	NA	
1	17	0	NA	
1	18	2038	0.7028	
1	19	1970	0.8683	
1	20	1865	0.7983	
1	21	1802	0.724	
1	22	0	NA	
1	23	0	NA	
1	24	2393	0.2601	S,C
2	1	1565	0.8201	
2	2	719	0.8531	
2	3	1005	0.8216	
2	4	1497	0.8129	
2	5	856	0.9411	
2	6	885	0.8907	
2	7	2545	0.8373	
2	8	1209	0.7339	
2	9	0	NA	
2	10	982	0.9267	
2	11	990	0.8202	
2	12	0	NA	
2	13	0	NA	
2	14	1423	0.7668	
2	15	0	NA	
2	16	1736	0.8457	
2	17	789	0.9256	
2	18	1989	0.7865	
2	19	627	0.8431	
2	20	782	0.9475	
2	21	835	0.8316	
2	22	3109	0.8395	
2	23	0	NA	
2	24	0	NA	
3	1	2370	0.7805	
3	2	0	NA	
3	3	0	NA	
3	4	1512	0.8431	
3	5	998	0.8936	
3	6	3022	0.7876	
3	7	1019	0.8931	
3	8	1117	0.8234	
3	9	951	0.7774	
3	10	906	0.8674	
3	11	905	0.9148	
3	12	411	0.8899	
3	13	1932	0.7261	
3	14	2063	0.7664	
3	15	670	0.9394	
3	16	1499	0.8293	
3	17	929	0.9213	
3	18	1026	0.8798	
3	19	1800	0.8616	
3	20	0	NA	
3	21	0	NA	
3	22	1247	0.8653	
3	23	2535	0.8666	
3	24	827	0.9338	
4	1	863	0.9343	
4	2	0	NA	
4	3	0	NA	
4	4	0	NA	
4	5	0	NA	
4	6	1775	0.7814	
4	7	0	NA	
4	8	772	0.9203	
4	9	896	0.8886	
4	10	1922	0.8701	
4	11	0	NA	
4	12	0	NA	
4	13	2069	0.8391	
4	14	2392	0.7937	
4	15	824	0.6621	
4	16	1582	0.8055	
4	17	0	NA	
4	18	1268	0.8749	
4	19	0	NA	
4	20	1393	0.8513	
4	21	0	NA	
4	22	0	NA	
4	23	0	NA	
4	24	1452	0.8033	
5	1	1766	0.7624	
5	2	0	NA	
5	3	1619	0.8087	
5	4	2967	0.8092	
5	5	1856	0.7828	
5	6	2703	0.8045	
5	7	1516	0.8081	
5	8	2722	0.8496	
5	9	0	NA	
5	10	2880	0.8313	
5	11	1701	0.7912	
5	12	1303	0.6667	
5	13	1400	0.8638	
5	14	0	NA	
5	15	0	NA	
5	16	937	0.7431	
5	17	1527	0.7872	
5	18	0	NA	
5	19	984	0.91	
5	20	0	NA	
5	21	1708	0.8506	
5	22	0	NA	
5	23	1881	0.8397	
5	24	951	0.8621	
6	1	0	NA	
6	2	761	0.8367	
6	3	1579	0.8055	
6	4	2437	0.8193	
6	5	0	NA	
6	6	2795	0.8552	
6	7	52	0.4675	C
6	8	1305	0.7857	
6	9	1934	0.7822	
6	10	1960	0.8604	
6	11	1364	0.7019	
6	12	2421	0.7993	
6	13	2092	0.5813	C
6	14	2332	0.8103	
6	15	0	NA	
6	16	2343	0.8727	
6	17	769	0.7626	
6	18	1426	0.8364	
6	19	553	0.9671	
6	20	1594	0.8332	
6	21	0	NA	
6	22	1501	0.8435	
6	23	0	NA	
6	24	2053	0.8226	
7	1	0	NA	
7	2	0	NA	
7	3	666	0.7024	
7	4	0	NA	
7	5	1899	0.7391	
7	6	0	NA	
7	7	2417	0.842	
7	8	2684	0.7406	
7	9	1969	0.7837	
7	10	2602	0.8769	
7	11	1021	0.751	
7	12	2670	0.8444	
7	13	1931	0.784	
7	14	2721	0.825	
7	15	936	0.7652	
7	16	2495	0.8595	
7	17	1405	0.8512	
7	18	2273	0.8181	
7	19	1412	0.6521	
7	20	0	NA	
7	21	979	0.7867	
7	22	1392	0.6802	
7	23	1735	0.8401	
7	24	3338	0.8532	
8	1	3128	0.8458	
8	2	3398	0.8732	
8	3	2117	0.8844	
8	4	2937	0.8585	
8	5	1693	0.7642	
8	6	2447	0.8685	
8	7	0	NA	
8	8	0	NA	
8	9	0	NA	
8	10	2538	0.8563	
8	11	1038	0.8218	
8	12	2231	0.8856	
8	13	1903	0.8286	
8	14	2584	0.8561	
8	15	0	NA	
8	16	2906	0.8935	
8	17	896	0.6304	
8	18	2798	0.8533	
8	19	896	0.7395	
8	20	2705	0.8575	
8	21	491	0.815	
8	22	2751	0.818	
8	23	2386	0.7933	
8	24	2482	0.7613	
9	1	88	0.3596	C
9	2	0	NA	
9	3	3241	0.8565	
9	4	2438	0.3864	C
9	5	2471	0.8926	
9	6	2425	0.6218	
9	7	2685	0.8512	
9	8	2639	0.8404	
9	9	2558	0.9022	
9	10	2214	0.8779	
9	11	2439	0.8993	
9	12	2306	0.8819	
9	13	2480	0.9073	
9	14	2241	0.8804	
9	15	2058	0.854	
9	16	2477	0.8502	
9	17	2961	0.8615	
9	18	2842	0.8819	
9	19	2749	0.8849	
9	20	2729	0.5308	C
9	21	2327	0.8859	
9	22	2714	0.8736	
9	23	2294	0.8287	
9	24	2082	0.7948	
10	1	0	NA	
10	2	3287	0.88	
10	3	3257	0.8607	
10	4	2492	0.8502	
10	5	2133	0.8434	
10	6	2228	0.8616	
10	7	0	NA	
10	8	2731	0.8425	
10	9	2764	0.9112	
10	10	2529	0.881	
10	11	0	NA	
10	12	2772	0.8622	
10	13	2183	0.8771	
10	14	2256	0.8863	
10	15	2680	0.8505	
10	16	2509	0.885	
10	17	0	NA	
10	18	2519	0.8931	
10	19	0	NA	
10	20	2761	0.874	
10	21	0	NA	
10	22	0	NA	
10	23	2852	0.8697	
10	24	3608	0.9223	
11	1	3927	0.8732	
11	2	0	NA	
11	3	2944	0.845	
11	4	0	NA	
11	5	2534	0.8961	
11	6	2276	0.8326	
11	7	1940	0.8392	
11	8	0	NA	
11	9	2448	0.8932	
11	10	2185	0.8372	
11	11	2360	0.9126	
11	12	2170	0.9091	
11	13	2350	0.8753	
11	14	2216	0.8987	
11	15	2275	0.8845	
11	16	2416	0.8566	
11	17	2601	0.882	
11	18	0	NA	
11	19	2772	0.8998	
11	20	2413	0.3968	C
11	21	3025	0.8994	
11	22	0	NA	
11	23	2915	0.8788	
11	24	2684	0.2427	C
12	1	0	NA	
12	2	3445	0.8623	
12	3	3119	0.8903	
12	4	2861	0.8796	
12	5	2196	0.8765	
12	6	2240	0.881	
12	7	2786	0.8738	
12	8	2887	0.8959	
12	9	0	NA	
12	10	2868	0.9048	
12	11	0	NA	
12	12	2761	0.9203	
12	13	2268	0.8934	
12	14	2372	0.8891	
12	15	2495	0.8316	
12	16	0	NA	
12	17	2369	0.9043	
12	18	2529	0.8865	
12	19	1963	0.8702	
12	20	2691	0.8916	
12	21	1925	0.7444	
12	22	0	NA	
12	23	0	NA	
12	24	3750	0.8866	
13	1	3646	0.8664	
13	2	0	NA	
13	3	2252	0.8789	
13	4	2108	0.8526	
13	5	2007	0.7936	
13	6	1965	0.8808	
13	7	2509	0.8818	
13	8	0	NA	
13	9	2592	0.903	
13	10	0	NA	
13	11	2559	0.9016	
13	12	2035	0.8642	
13	13	2088	0.9076	
13	14	1831	0.8347	
13	15	2193	0.8954	
13	16	2416	0.9032	
13	17	2059	0.8719	
13	18	0	NA	
13	19	2272	0.8682	
13	20	2305	0.8432	
13	21	2827	0.8815	
13	22	649	0.1077	C
13	23	2736	0.8807	
13	24	2387	0.2481	C
14	1	3158	0.803	
14	2	0	NA	
14	3	1845	0.8219	
14	4	2543	0.8837	
14	5	1780	0.8671	
14	6	1626	0.842	
14	7	2356	0.8969	
14	8	2790	0.9088	
14	9	2999	0.9221	
14	10	2559	0.8677	
14	11	2639	0.885	
14	12	2448	0.8899	
14	13	2543	0.8937	
14	14	2330	0.9128	
14	15	0	NA	
14	16	0	NA	
14	17	2404	0.8479	
14	18	2740	0.8948	
14	19	2233	0.8501	
14	20	2388	0.8749	
14	21	0	NA	
14	22	2710	0.8956	
14	23	3259	0.8393	
14	24	0	NA	
15	1	3288	0.8803	
15	2	2463	0.7942	
15	3	2647	0.847	
15	4	0	NA	
15	5	2967	0.8953	
15	6	2016	0.8342	
15	7	2679	0.9196	
15	8	0	NA	
15	9	2724	0.8949	
15	10	2048	0.859	
15	11	2465	0.8984	
15	12	2199	0.8394	
15	13	2406	0.8825	
15	14	2116	0.8697	
15	15	2216	0.9134	
15	16	1874	0.8655	
15	17	2138	0.9115	
15	18	2381	0.5352	C
15	19	2562	0.8948	
15	20	2774	0.8721	
15	21	2776	0.8397	
15	22	0	NA	
15	23	2689	0.9095	
15	24	2344	0.2753	C
16	1	2540	0.8013	
16	2	2579	0.8213	
16	3	0	NA	
16	4	2900	0.8947	
16	5	0	NA	
16	6	2728	0.8812	
16	7	2372	0.8733	
16	8	1556	0.5707	C
16	9	2393	0.8515	
16	10	2081	0.8659	
16	11	1895	0.8554	
16	12	2247	0.8746	
16	13	2122	0.864	
16	14	2448	0.8765	
16	15	2183	0.8576	
16	16	2339	0.8525	
16	17	2115	0.8895	
16	18	2776	0.8883	
16	19	0	NA	
16	20	1971	0.7752	
16	21	1850	0.8434	
16	22	2683	0.8229	
16	23	3237	0.8857	
16	24	3345	0.8707	
